,DestRaw,Dest,geocoder_results,bbox,latlong
707,CHARLEROI PA,"CHARLEROI, PA","<[OK] Google - Geocode [Charleroi, PA 15022, USA]>","{'northeast': [40.1486469, -79.8886011], 'southwest': [40.129128, -79.912122]}","[40.1378499, -79.89810349999999]"
708,NATICK MA,"NATICK, MA","<[OK] Google - Geocode [Natick, MA, USA]>","{'northeast': [42.3323959, -71.302577], 'southwest': [42.2471509, -71.40227879999999]}","[42.2775281, -71.3468091]"
709,NEW PORT RI,"NEWPORT, RI","<[OK] Google - Geocode [Newport, RI, USA]>","{'northeast': [41.523208, -71.28589199999999], 'southwest': [41.448967, -71.3634478]}","[41.4901024, -71.3128285]"
710,ORWEGO,ORWEGO,<[ZERO_RESULTS] Google - Geocode [empty]>,,
711,HARRISBURG PA.,"HARRISBURG, PA","<[OK] Google - Geocode [Harrisburg, PA, USA]>","{'northeast': [40.326688, -76.836394], 'southwest': [40.237601, -76.92445699999999]}","[40.2731911, -76.8867008]"
712,MAMARONESH N,MAMARONESH N,"<[OK] Google - Geocode [Mamaroneck, NY, USA]>","{'northeast': [40.9693788, -73.709574], 'southwest': [40.889044, -73.755499]}","[40.94870969999999, -73.7326309]"
713,S.FRANCESCO,"SAN FRANCESCO, CA","<[OK] Google - Geocode [San Francisco, CA, USA]>","{'northeast': [37.812, -122.3482], 'southwest': [37.70339999999999, -122.527]}","[37.7749295, -122.4194155]"
714,SYRACUSE KS,"SYRACUSE, KS","<[OK] Google - Geocode [Syracuse, KS 67878, USA]>","{'northeast': [37.990495, -101.7367079], 'southwest': [37.968298, -101.762123]}","[37.9805686, -101.7526718]"
715,NEW  YORK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
716,AIZAO,AIZAO,<[ZERO_RESULTS] Google - Geocode [empty]>,,
717,SIRACUSE,SIRACUSE,"<[OK] Google - Geocode [96100 Syracuse, Province of Syracuse, Italy]>","{'northeast': [37.1056629, 15.3012622], 'southwest': [37.0526348, 15.2405306]}","[37.0754739, 15.2865861]"
718,WATERTOWN MA,"WATERTOWN, MA","<[OK] Google - Geocode [Watertown, MA, USA]>","{'northeast': [42.3861756, -71.13982419999999], 'southwest': [42.3580946, -71.2174629]}","[42.3709299, -71.1828321]"
719,SCRANTON,"SCRANTON, PA","<[OK] Google - Geocode [Scranton, PA, USA]>","{'northeast': [41.469279, -75.604032], 'southwest': [41.33978, -75.719836]}","[41.408969, -75.66241219999999]"
720,NUION VILLE,NUION VILLE,"<[OK] Google - Geocode [Unionville, Markham, ON L3R, Canada]>","{'northeast': [43.8767763, -79.30283229999999], 'southwest': [43.8490384, -79.3181338]}","[43.8655329, -79.31068619999999]"
721,CLINTON IN,"CLINTON, IN","<[OK] Google - Geocode [Clinton, IN 47842, USA]>","{'northeast': [39.689107, -87.3938649], 'southwest': [39.6370358, -87.432457]}","[39.6569817, -87.3980741]"
722,BIG SOLDER PA,"BIG SOLDER, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
723,BRISTOL,"BRISTOL, CT","<[OK] Google - Geocode [Bristol, CT 06010, USA]>","{'northeast': [41.7235979, -72.8833729], 'southwest': [41.6395989, -72.99855]}","[41.67176480000001, -72.9492703]"
724,GLOCESTER,GLOCESTER,"<[OK] Google - Geocode [Glocester, RI, USA]>","{'northeast': [41.934098, -71.575107], 'southwest': [41.8544089, -71.7977738]}","[41.9043113, -71.69106599999999]"
725,CARNEY,CARNEY,"<[OK] Google - Geocode [Carney, MT 59011, USA]>","{'northeast': [45.7730633, -110.1070526], 'southwest': [45.7574957, -110.1390674]}","[45.76528, -110.12306]"
726,ORANGE NY,"ORANGE, NY","<[OK] Google - Geocode [Orange, NY, USA]>","{'northeast': [42.390719, -76.9647609], 'southwest': [42.2720099, -77.10487289999999]}","[42.3401767, -77.03341790000002]"
727,BETHLEHEM RI,"BETHLEHEM, RI",<[OK] Google - Geocode #2 results>,"{'northeast': [40.6724789, -75.301637], 'southwest': [40.578004, -75.4304159]}","[40.6259316, -75.37045789999999]"
728,MA-- CT,MA-- CT,"<[OK] Google - Geocode [61R Chapel St, Newton, MA 02458, USA]>","{'northeast': [42.36427088029149, -71.20062331970848], 'southwest': [42.3615729197085, -71.20332128029149]}","[42.3629219, -71.2019723]"
729,BRYAN-BRAZOS-TEXAS,BRYAN-BRAZOS-TEXAS,"<[OK] Google - Geocode [Bryan, TX, USA]>","{'northeast': [30.730455, -96.245722], 'southwest': [30.590893, -96.46075900000001]}","[30.6743643, -96.3699632]"
730,"CORNELLSVILLE,NY","CORNELLSVILLE, NY","<[OK] Google - Geocode [Hornellsville, NY, USA]>","{'northeast': [42.404122, -77.6011549], 'southwest': [42.2782119, -77.73681309999999]}","[42.3284854, -77.7108686]"
731,MONT-ADAM-MA,"MONT ADAM, MA","<[OK] Google - Geocode [Mount Greylock, Adams, MA 01220, USA]>","{'northeast': [42.64579, -73.1502081], 'southwest': [42.6293732, -73.1822229]}","[42.6375821, -73.16621549999999]"
732,MILLWANKE,"MILLWAUKE, WI","<[OK] Google - Geocode [Milwaukee, WI, USA]>","{'northeast': [43.1949671, -87.8639841], 'southwest': [42.9208158, -88.070876]}","[43.0389025, -87.9064736]"
733,LOUISVILLE KY,"LOUISVILLE, KY","<[OK] Google - Geocode [Louisville, KY, USA]>","{'northeast': [38.38051, -85.40509999999999], 'southwest': [37.9971, -85.948441]}","[38.2526647, -85.7584557]"
734,BUTTE CITY MT,"BUTTE CITY, MT","<[OK] Google - Geocode [Butte, MT, USA]>","{'northeast': [46.185468, -112.189937], 'southwest': [45.625222, -113.085474]}","[46.0038232, -112.5347775]"
735,FLOWER TOWN,FLOWER TOWN,"<[OK] Google - Geocode [12130 Millennium Dr, Playa Vista, CA 90094, USA]>","{'northeast': [33.9813312802915, -118.4050118197085], 'southwest': [33.9786333197085, -118.4077097802915]}","[33.9799823, -118.4063608]"
736,PORTLAND,PORTLAND,"<[OK] Google - Geocode [Portland, OR, USA]>","{'northeast': [45.6528856, -122.4719641], 'southwest': [45.43254049999999, -122.8366901]}","[45.5051064, -122.6750261]"
737,PORTCHESTER,PORTCHESTER,"<[OK] Google - Geocode [Port Chester, NY 10573, USA]>","{'northeast': [41.03083, -73.6552059], 'southwest': [40.98549999999999, -73.6801905]}","[41.0017643, -73.66568339999999]"
738,WASHINGTON D.C.,"WASHINGTON, D.C.","<[OK] Google - Geocode [Washington, DC, USA]>","{'northeast': [38.995548, -76.909393], 'southwest': [38.7916449, -77.119759]}","[38.9071923, -77.0368707]"
739,PENNSY;LVANI,PENNSYLVANIA,"<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
740,PENNSYLVANNIA,PENNSYLVANIA,"<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
741,GLAVESTON-PA,"GLAVESTON, PA","<[OK] Google - Geocode [301 University Blvd, Galveston, TX 77555, USA]>","{'northeast': [29.3120987802915, -94.77452481970849], 'southwest': [29.3094008197085, -94.7772227802915]}","[29.3107498, -94.7758738]"
742,WESTERLY MA,"WESTERLY, MA","<[OK] Google - Geocode [Westerly, RI, USA]>","{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
743,BRANT-NY,"BRANT, NY","<[OK] Google - Geocode [Brant, NY, USA]>","{'northeast': [42.60990520000001, -78.9911801], 'southwest': [42.577071, -79.03355959999999]}","[42.5883549, -79.0176461]"
744,OXFORD,OXFORD,<[OK] Google - Geocode #2 results>,"{'northeast': [51.75616538029149, -1.253017819708498], 'southwest': [51.75346741970849, -1.255715780291502]}","[51.7548164, -1.2543668]"
745,SAINT THOMAS CANADA,"SAINT THOMAS, CANADA","<[OK] Google - Geocode [St Thomas, ON, Canada]>","{'northeast': [42.811592, -81.146175], 'southwest': [42.7453151, -81.24067199999999]}","[42.7777214, -81.18265269999999]"
746,PATERSON-NY,"PATERSON, NY","<[OK] Google - Geocode [Patterson, NY 12563, USA]>","{'northeast': [41.5264617, -73.5715584], 'southwest': [41.4933936, -73.63063319999999]}","[41.513264, -73.60482879999999]"
747,YOHUGSTON-PA,"YOHUGSTON, PA","<[OK] Google - Geocode [Youngstown, PA 15650, USA]>","{'northeast': [40.282466, -79.360722], 'southwest': [40.27716909999999, -79.370188]}","[40.2797927, -79.36559129999999]"
748,BRADFORD PA.,"BRADFORD, PA","<[OK] Google - Geocode [Bradford, PA 16701, USA]>","{'northeast': [41.976957, -78.614786], 'southwest': [41.941183, -78.6674369]}","[41.9564953, -78.649163]"
749,CARLEROI-PA,"CARLEROI, PA","<[OK] Google - Geocode [Charleroi, PA 15022, USA]>","{'northeast': [40.1486469, -79.8886011], 'southwest': [40.129128, -79.912122]}","[40.1378499, -79.89810349999999]"
750,BROTHEYER,BROTHEYER,<[ZERO_RESULTS] Google - Geocode [empty]>,,
751,WESTERLEY,WESTERLEY,"<[OK] Google - Geocode [602 S King St, Leesburg, VA 20175, USA]>","{'northeast': [39.1079795802915, -77.56663791970848], 'southwest': [39.1052816197085, -77.56933588029149]}","[39.1066306, -77.5679869]"
752,BENSENVILLE,BENSENVILLE,"<[OK] Google - Geocode [Bensenville, IL, USA]>","{'northeast': [41.9933488, -87.91466400000002], 'southwest': [41.930726, -87.968893]}","[41.9550296, -87.94006569999999]"
753,HASTINGS COLORADO,"HASTINGS, COLORADO","<[OK] Google - Geocode [Hastings Mine, Colorado 81082, USA]>","{'northeast': [37.3469425, -104.6031448], 'southwest': [37.3291997, -104.6351596]}","[37.3380716, -104.6191522]"
754,PETERSBURG,PETERSBURG,"<[OK] Google - Geocode [Petersburg, VA, USA]>","{'northeast': [37.244993, -77.3306029], 'southwest': [37.1645719, -77.454954]}","[37.2279279, -77.40192669999999]"
755,NEW-YORK-CHICAGO,NEW-YORK-CHICAGO,"<[OK] Google - Geocode [5200 N Lake Shore Dr, Chicago, IL 60640, USA]>","{'northeast': [41.97820238029149, -87.6462589197085], 'southwest': [41.97550441970849, -87.64895688029151]}","[41.9768534, -87.6476079]"
756,"DETROIT, MI.","DETROIT, MI","<[OK] Google - Geocode [Detroit, MI, USA]>","{'northeast': [42.45023, -82.910451], 'southwest': [42.255192, -83.287959]}","[42.331427, -83.0457538]"
757,COSHONTON OHIO,"COSHONTON, OHIO","<[OK] Google - Geocode [Coshocton, OH 43812, USA]>","{'northeast': [40.288533, -81.8111919], 'southwest': [40.234096, -81.894357]}","[40.2720151, -81.8595756]"
758,S.FRANCISCO C,"SAN FRANCISCO, CA","<[OK] Google - Geocode [San Francisco, CA, USA]>","{'northeast': [37.812, -122.3482], 'southwest': [37.70339999999999, -122.527]}","[37.7749295, -122.4194155]"
759,S LOUIS MAS,S LOUIS MAS,"<[OK] Google - Geocode [708 N 2nd St, St. Louis, MO 63102, USA]>","{'northeast': [38.6316148802915, -90.18295301970849], 'southwest': [38.6289169197085, -90.18565098029151]}","[38.6302659, -90.184302]"
760,INDIANAOPOLIS,"INDIANAPOLIS, IN","<[OK] Google - Geocode [Indianapolis, IN, USA]>","{'northeast': [39.927392, -85.9373789], 'southwest': [39.632177, -86.32812109999999]}","[39.768403, -86.158068]"
761,INDIANAPOLIS,"INDIANAPOLIS, IN","<[OK] Google - Geocode [Indianapolis, IN, USA]>","{'northeast': [39.927392, -85.9373789], 'southwest': [39.632177, -86.32812109999999]}","[39.768403, -86.158068]"
762,GERMANTOWN,GERMANTOWN,"<[OK] Google - Geocode [Germantown, TN, USA]>","{'northeast': [35.1214901, -89.7350589], 'southwest': [35.0285018, -89.84539079999999]}","[35.0867577, -89.8100858]"
763,JOHUNSTON,JOHUNSTON,<[OK] Google - Geocode #2 results>,"{'northeast': [41.731957, -93.6656189], 'southwest': [41.6520619, -93.7655511]}","[41.6709834, -93.7130493]"
764,PORT CHESTER NY,"PORT CHESTER, NY","<[OK] Google - Geocode [Port Chester, NY 10573, USA]>","{'northeast': [41.03083, -73.6552059], 'southwest': [40.98549999999999, -73.6801905]}","[41.0017643, -73.66568339999999]"
765,HILLSVILLE-PA,"HILLSVILLE, PA","<[OK] Google - Geocode [Hillsville, PA 16116, USA]>","{'northeast': [41.0162573, -80.48072789999999], 'southwest': [40.9994172, -80.51274269999999]}","[41.0078378, -80.4967353]"
766,DALLAS TX.,"DALLAS, TX","<[OK] Google - Geocode [Dallas, TX, USA]>","{'northeast': [33.0237921, -96.4637379], 'southwest': [32.617537, -96.999347]}","[32.7766642, -96.79698789999999]"
767,M--ORT PA,M--ORT PA,"<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
768,SPRING,SPRING,"<[OK] Google - Geocode [Woodland Hills Mall, 7021 S Memorial Dr #0211B, Tulsa, OK 74133, USA]>","{'northeast': [36.0644659802915, -95.8810050197085], 'southwest': [36.0617680197085, -95.8837029802915]}","[36.063117, -95.88235399999999]"
769,WATERFORD NY,"WATERFORD, NY","<[OK] Google - Geocode [Waterford, NY 12188, USA]>","{'northeast': [42.7970119, -73.6725621], 'southwest': [42.783677, -73.686752]}","[42.7925777, -73.6812293]"
770,NEW-ORELEANS,"NEW ORELEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
771,EAST-LIBERTY,EAST-LIBERTY,"<[OK] Google - Geocode [East Liberty, Pittsburgh, PA, USA]>","{'northeast': [40.4734863, -79.9156854], 'southwest': [40.4572603, -79.9341791]}","[40.4643479, -79.926266]"
772,NORWALK CT,"NORWALK, CT","<[OK] Google - Geocode [Norwalk, CT, USA]>","{'northeast': [41.1715961, -73.38056209999999], 'southwest': [41.020449, -73.474565]}","[41.11774399999999, -73.4081575]"
773,PILLSTON,PILLSTON,<[ZERO_RESULTS] Google - Geocode [empty]>,,
774,RALSTON PA,"RALSTON, PA","<[OK] Google - Geocode [Ralston, PA, USA]>","{'northeast': [41.5134345, -76.9463219], 'southwest': [41.4895684, -76.96624709999999]}","[41.506106, -76.95392149999999]"
775,NEW ORLEANS-LA,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
776,P CANADA,P CANADA,<[OK] Google - Geocode #2 results>,"{'northeast': [44.0358495802915, -79.8002850197085], 'southwest': [44.03315161970851, -79.8029829802915]}","[44.0345006, -79.80163399999999]"
777,DENNISON-OH,"DENNISON, OH","<[OK] Google - Geocode [Dennison, OH 44621, USA]>","{'northeast': [40.4117981, -81.31114], 'southwest': [40.38454189999999, -81.3403148]}","[40.3943489, -81.3230322]"
778,HAMMONTON NY,"HAMMONTON, NY","<[OK] Google - Geocode [Hammonton, NJ, USA]>","{'northeast': [39.7299091, -74.67578689999999], 'southwest': [39.5835199, -74.859134]}","[39.6365056, -74.8023853]"
779,CT,CT,"<[OK] Google - Geocode [Connecticut, USA]>","{'northeast': [42.050587, -71.787239], 'southwest': [40.950943, -73.727775]}","[41.6032207, -73.087749]"
780,MOSCOW,MOSCOW,"<[OK] Google - Geocode [Moscow, Russia]>","{'northeast': [56.0214609, 37.9678221], 'southwest': [55.142591, 36.8032249]}","[55.755826, 37.6172999]"
781,CUMBERLAND,CUMBERLAND,<[OK] Google - Geocode #10 results>,"{'northeast': [30.8672900802915, -81.44918041970848], 'southwest': [30.8645921197085, -81.4518783802915]}","[30.8659411, -81.4505294]"
782,JEFFERSON OH,"JEFFERSON, OH","<[OK] Google - Geocode [Jefferson, OH 44047, USA]>","{'northeast': [41.7551009, -80.748752], 'southwest': [41.726715, -80.791457]}","[41.7386662, -80.7698066]"
783,NASTINGS-CO,"NASTINGS, CO","<[OK] Google - Geocode [404 E Woodlawn Ave, Hastings, MI 49058, USA]>","{'northeast': [42.6617384802915, -85.28269961970848], 'southwest': [42.6590405197085, -85.28539758029149]}","[42.6603895, -85.28404859999999]"
784,WILLIAMSPORT PA,"WILLIAMSPORT, PA","<[OK] Google - Geocode [Williamsport, PA, USA]>","{'northeast': [41.2642699, -76.981545], 'southwest': [41.2180199, -77.09556599999999]}","[41.2411897, -77.00107860000001]"
785,BRODDOCH PA,"BRODDOCH, PA","<[OK] Google - Geocode [Braddock, PA 15104, USA]>","{'northeast': [40.4119691, -79.8589701], 'southwest': [40.3921689, -79.8792711]}","[40.4034024, -79.8683824]"
786,"S,FRANCISCO CA","SAN FRANCISCO, CA","<[OK] Google - Geocode [San Francisco, CA, USA]>","{'northeast': [37.812, -122.3482], 'southwest': [37.70339999999999, -122.527]}","[37.7749295, -122.4194155]"
787,BANGOR,BANGOR,"<[OK] Google - Geocode [Bangor, ME 04401, USA]>","{'northeast': [44.88146889999999, -68.718778], 'southwest': [44.7778699, -68.85918079999999]}","[44.8016128, -68.7712257]"
788,NEW OYRK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
789,"ATLANTIC CITY, NJ","ATLANTIC CITY, NJ","<[OK] Google - Geocode [Atlantic City, NJ, USA]>","{'northeast': [39.4176778, -74.404054], 'southwest': [39.335544, -74.501592]}","[39.3642834, -74.4229266]"
790,BOSTON-PA,"BOSTON, MA","<[OK] Google - Geocode [Boston, MA, USA]>","{'northeast': [42.40081989999999, -70.749455], 'southwest': [42.22788, -71.191113]}","[42.3600825, -71.0588801]"
791,MONUT--,MONUT--,<[ZERO_RESULTS] Google - Geocode [empty]>,,
792,RALSTN,RALSTN,<[OK] Google - Geocode #4 results>,"{'northeast': [41.21252, -96.0236849], 'southwest': [41.1906419, -96.0524279]}","[41.2002566, -96.031987]"
793,BRUNSWICK,BRUNSWICK,<[OK] Google - Geocode #10 results>,"{'northeast': [39.1109579802915, -95.0864900197085], 'southwest': [39.1082600197085, -95.08918798029151]}","[39.109609, -95.087839]"
794,NEW-JERS,NEW JERSEY,"<[OK] Google - Geocode [New Jersey, USA]>","{'northeast': [41.357423, -73.88506], 'southwest': [38.788657, -75.5635861]}","[40.0583238, -74.4056612]"
795,WILLFORT,WILLFORT,<[ZERO_RESULTS] Google - Geocode [empty]>,,
796,HAMILTON,HAMILTON,"<[OK] Google - Geocode [911 58 Rd, Independence, KS 67301, USA]>","{'northeast': [37.1943067802915, -95.71619771970849], 'southwest': [37.1916088197085, -95.71889568029151]}","[37.19295779999999, -95.7175467]"
797,OMAHA,"OMAHA, NE","<[OK] Google - Geocode [Omaha, NE, USA]>","{'northeast': [41.39317, -95.871141], 'southwest': [41.1905479, -96.2913561]}","[41.2565369, -95.9345034]"
798,S-FRANCISCO,"SAN FRANCISCO, CA","<[OK] Google - Geocode [San Francisco, CA, USA]>","{'northeast': [37.812, -122.3482], 'southwest': [37.70339999999999, -122.527]}","[37.7749295, -122.4194155]"
799,BROOKLN-N,"BROOKLN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
800,GLOVERSVILLE,GLOVERSVILLE,"<[OK] Google - Geocode [Gloversville, NY, USA]>","{'northeast': [43.0755969, -74.32202190000001], 'southwest': [43.0182469, -74.376447]}","[43.0528506, -74.3437467]"
801,ORANGE VALLEY NJ,"ORANGE VALLEY, NJ",<[OK] Google - Geocode #2 results>,"{'northeast': [40.7685389802915, -74.2456095197085], 'southwest': [40.7658410197085, -74.2483074802915]}","[40.76719, -74.24695849999999]"
802,SAN-JOSEPH,SAN-JOSEPH,"<[OK] Google - Geocode [101 St Joseph Dr, Brownsville, TX 78520, USA]>","{'northeast': [25.9197701802915, -97.4995649197085], 'southwest': [25.9170722197085, -97.50226288029151]}","[25.9184212, -97.5009139]"
803,KUISLAND OH,"KUISLAND, OH",<[ZERO_RESULTS] Google - Geocode [empty]>,,
804,GREENSBURGH-PA,"GREENSBURGH, PA","<[OK] Google - Geocode [Greensburg, PA 15601, USA]>","{'northeast': [40.3427239, -79.521457], 'southwest': [40.2851731, -79.5755709]}","[40.3014581, -79.5389289]"
805,GRANSBURG-PA,"GRANSBURG, PA","<[OK] Google - Geocode [Greensburg, PA 15601, USA]>","{'northeast': [40.3427239, -79.521457], 'southwest': [40.2851731, -79.5755709]}","[40.3014581, -79.5389289]"
806,ELEANOR PA,"ELEANOR, PA","<[OK] Google - Geocode [3023 Hamaker Ct #500, Fairfax, VA 22031, USA]>","{'northeast': [38.8697909802915, -77.2343434197085], 'southwest': [38.86709301970851, -77.2370413802915]}","[38.868442, -77.23569239999999]"
807,MILWAUKEE-WI,"MILWAUKEE, WI","<[OK] Google - Geocode [Milwaukee, WI, USA]>","{'northeast': [43.1949671, -87.8639841], 'southwest': [42.9208158, -88.070876]}","[43.0389025, -87.9064736]"
808,ROCHESTER PA,"ROCHESTER, PA","<[OK] Google - Geocode [Rochester, PA, USA]>","{'northeast': [40.7102659, -80.27498290000001], 'southwest': [40.69546589999999, -80.2938839]}","[40.7022882, -80.28645089999999]"
809,BRISTOL PA,"BRISTOL, PA","<[OK] Google - Geocode [Bristol, PA 19007, USA]>","{'northeast': [40.1179511, -74.834116], 'southwest': [40.09006309999999, -74.874757]}","[40.1006661, -74.8518311]"
810,GEFFERSON,GEFFERSON,"<[OK] Google - Geocode [Jefferson, Fawn Creek Township, KS 67301, USA]>","{'northeast': [37.1184821, -95.7465639], 'southwest': [37.1006855, -95.7785787]}","[37.1095843, -95.76257129999999]"
811,MIDDLETON-CT,"MIDDLETON, CT","<[OK] Google - Geocode [Middletown, CT, USA]>","{'northeast': [41.6043499, -72.55094489999999], 'southwest': [41.495045, -72.7546402]}","[41.5623209, -72.6506488]"
812,FRANKLIN IL,"FRANKLIN, IL","<[OK] Google - Geocode [Franklin, IL 62638, USA]>","{'northeast': [39.63236200000001, -90.035196], 'southwest': [39.615153, -90.05897399999999]}","[39.6203259, -90.04400009999999]"
813,MOSCON,MOSCON,<[ZERO_RESULTS] Google - Geocode [empty]>,,
814,CRESHAW PA,"CRESHAW, PA","<[OK] Google - Geocode [Crenshaw, PA 15824, USA]>","{'northeast': [41.2565997, -78.7424916], 'southwest': [41.23982120000001, -78.77450639999999]}","[41.248211, -78.758499]"
815,PITTSBURGH PA,"PITTSBURGH, PA","<[OK] Google - Geocode [Pittsburgh, PA, USA]>","{'northeast': [40.501368, -79.8657231], 'southwest': [40.3613689, -80.0952779]}","[40.44062479999999, -79.9958864]"
816,RENO NEVADA,"RENO, NEVADA","<[OK] Google - Geocode [Reno, NV, USA]>","{'northeast': [39.723436, -119.6993449], 'southwest': [39.3924261, -120.0023379]}","[39.5296329, -119.8138027]"
817,BRADDOCK PA,"BRADDOCK, PA","<[OK] Google - Geocode [Braddock, PA 15104, USA]>","{'northeast': [40.4119691, -79.8589701], 'southwest': [40.3921689, -79.8792711]}","[40.4034024, -79.8683824]"
818,RI,RI,"<[OK] Google - Geocode [Rhode Island, USA]>","{'northeast': [42.0188, -71.0885709], 'southwest': [41.095834, -71.90725809999999]}","[41.5800945, -71.4774291]"
819,TORONTO CAN,"TORONTO, CAN","<[OK] Google - Geocode [Toronto, ON, Canada]>","{'northeast': [43.8554579, -79.1168971], 'southwest': [43.5810245, -79.639219]}","[43.653226, -79.3831843]"
820,NIAGARA,NIAGARA,<[OK] Google - Geocode #10 results>,"{'northeast': [43.08416518029149, -79.0728139197085], 'southwest': [43.0814672197085, -79.0755118802915]}","[43.0828162, -79.07416289999999]"
821,AMOS-VILLE,AMOS-VILLE,"<[OK] Google - Geocode [Amos, QC, Canada]>","{'northeast': [48.719702, -77.800051], 'southwest': [48.502258, -78.224091]}","[48.5650196, -78.1125205]"
822,BALTIMORE M,"BALTIMORE, MD","<[OK] Google - Geocode [Baltimore, MD, USA]>","{'northeast': [39.3722059, -76.5294528], 'southwest': [39.1972069, -76.7115407]}","[39.2903848, -76.6121893]"
823,DELONGER-PA,"DELONGER, PA","<[OK] Google - Geocode [801 Ostrum St Entrance A, Bethlehem, PA 18015, USA]>","{'northeast': [40.6102690802915, -75.39235181970848], 'southwest': [40.6075711197085, -75.39504978029149]}","[40.6089201, -75.39370079999999]"
824,WELLSVILLE IL,"WELLSVILLE, IL",<[OK] Google - Geocode #2 results>,"{'northeast': [42.134682, -77.9181819], 'southwest': [42.103907, -77.968531]}","[42.1220124, -77.94805749999999]"
825,MONTREAL CANADA,"MONTREAL, CANADA","<[OK] Google - Geocode [Montreal, QC, Canada]>","{'northeast': [45.7058381, -73.47426], 'southwest': [45.410246, -73.986345]}","[45.5016889, -73.567256]"
826,DELANGEN,DELANGEN,<[ZERO_RESULTS] Google - Geocode [empty]>,,
827,HOUSTON-FL,"HOUSTON, FL","<[OK] Google - Geocode [Houston, FL 32060, USA]>","{'northeast': [30.2665301, -82.88662149999999], 'southwest': [30.2472541, -82.9186363]}","[30.25689259999999, -82.9026289]"
828,BRAIDWOOD IL,"BRAIDWOOD, IL","<[OK] Google - Geocode [Braidwood, IL, USA]>","{'northeast': [41.2905959, -88.18921209999999], 'southwest': [41.2484899, -88.246549]}","[41.2650318, -88.21228230000001]"
829,WESTERL--,WESTERL--,"<[OK] Google - Geocode [Westerly, RI, USA]>","{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
830,LANDING PA,"LANDING, PA","<[OK] Google - Geocode [Rices Landing, PA, USA]>","{'northeast': [39.961082, -79.98259], 'southwest': [39.93918, -80.0127729]}","[39.9453527, -79.9956095]"
831,GINSTOWN,GINSTOWN,<[ZERO_RESULTS] Google - Geocode [empty]>,,
832,S.PETERSBURG,S.PETERSBURG,"<[OK] Google - Geocode [St. Petersburg, FL, USA]>","{'northeast': [27.9139009, -82.5406181], 'southwest': [27.6436379, -82.7690229]}","[27.7676008, -82.64029149999999]"
833,IOTENSTON PA,"IOTENSTON, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
834,HAMILTON ONT,"HAMILTON, ONT","<[OK] Google - Geocode [Hamilton, ON, Canada]>","{'northeast': [43.4710569, -79.6175911], 'southwest': [43.0505639, -80.24870709999999]}","[43.2557206, -79.8711024]"
835,NORRISTON-MA,"NORRISTON, MA",<[OK] Google - Geocode #2 results>,"{'northeast': [40.1413069, -75.3163249], 'southwest': [40.1052509, -75.3648281]}","[40.121497, -75.3399048]"
836,ELISABETH PORT VA,"ELISABETH PORT, VA","<[OK] Google - Geocode [Elizabeth River, Portsmouth, VA 23703, USA]>","{'northeast': [36.9337892, -76.32754709999999], 'southwest': [36.9159493, -76.3595619]}","[36.9248698, -76.3435545]"
837,KINGSTON NY,"KINGSTON, NY","<[OK] Google - Geocode [Kingston, NY 12401, USA]>","{'northeast': [41.952748, -73.9537089], 'southwest': [41.902063, -74.044629]}","[41.9270367, -73.9973608]"
838,WELLAND,WELLAND,<[OK] Google - Geocode #2 results>,"{'northeast': [43.0426389, -79.1686579], 'southwest': [42.91808, -79.29091989999999]}","[42.9921579, -79.2482555]"
